slug,name,publisher,publisher_id,source_url,regions,communities,start_locality,km,ascent_m,ascent_per_km,length_class,bc_fraction,bc_fraction_source,matched_fraction,bc_match_rate,n_ways,gap_km,gap_cause,drift_km,routed_km,rideable_km,unmatched_km,ferry_km,cross_border_km,unpaved_pct,unpaved_pct_source,rugg_dom,rugg_max,rugg_p75,steep_pct,remote_share,comfort_comfy_pct,comfort_onaxis_km,traffic_floor,fastroad,fast_km,fast_rated,source_difficulty,singletrack_pct,tier,tier_surface_term,tier_climb_term,tier_singletrack_term,tier_remoteness_term,tier_decisive_floor,tier_floor_reason,comfort_label,surface_labels,difficulty_sentence,comfort_km_c1,comfort_km_c2,comfort_km_c3,comfort_km_c4,comfort_km_c5,comfort_km_c6,comfort_km_backcountry,comfort_km_forbidden
campbell-river-tight-lines,Campbell River Tight Lines,Love Machine,love-machine,https://www.lovemachinecycling.ca/routes/campbellrivertightlines,Vancouver Island,,,68.0,899.0,13.2,Full day,1.0,measured,0.9898,0.9988,31,0.69,none,0.16,0.0,67.72,0.08,0.0,0.0,94,osm,2,2,2,24,0,100,60.3,,,0,TRUE,,,Ambitious,1,2,0,0,,,Low-traffic riding,Almost all gravel; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing + some loose surface.",0.0,59.7,0.0,0.0,0.0,0.0,0.6,0.0
campbell-valley,Campbell Valley,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Langley; Surrey,Langley (District),26.0,121.0,4.7,Afternoon,1.0,measured,0.9531,0.9844,50,1.22,none,0.0,0.0,25.94,0.4,0.0,0.0,35,osm,0,2,1,0,0,61,23.8,,,1,TRUE,0,,Easy,0,0,0,0,,,Some traffic sharing,Mixed surface; Gentle grades,Difficulty: Easy — no major climbing or rough surface.,9.9,3.6,7.0,1.5,0.8,0.0,1.0,0.0
canoe-pass-trail-brunswick-point,Canoe Pass Trail (Brunswick Point),Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Delta; Richmond,Delta,7.0,,,Afternoon,1.0,measured,0.984,1.0,6,0.12,none,0.0,0.0,3.1,0.0,0.0,0.0,66,osm,2,3,1,0,0,100,7.1,,,0,TRUE,0,,Easy,0,0,0,0,,,Low-traffic riding,Mostly gravel; Chunky gravel,Difficulty: Easy — no major climbing or rough surface.,4.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0
canyon-to-coast-trail-loop,Canyon to Coast Trail Loop,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Agassiz; Bridal Falls; Chilliwack; Kent,Chilliwack,34.0,33.0,1.0,Full day,1.0,measured,0.9844,0.9934,26,0.53,none,0.0,0.0,34.24,0.23,0.0,0.0,64,osm,0,2,1,0,0,83,33.6,,,0,TRUE,0,,Easy,0,0,0,0,,,Low-traffic riding,Mostly gravel; Gentle grades,Difficulty: Easy — no major climbing or rough surface.,10.8,17.2,5.6,0.0,0.0,0.0,0.0,0.0
castlegar,BT700 Castlegar,BT 700 Bikepacking,bt-700-bikepacking,http://www.bt700.ca/biggriz.html,Thompson Okanagan; Kootenay Rockies,Castlegar; Christina Lake; Fife; Grand Forks; Greenwood; Midway; Nelson,Regional District of Kootenay Boundary,304.0,3490.0,11.5,Expedition,1.0,measured,0.9834,0.9958,249,5.05,none,0.1,0.33,303.56,1.27,0.52,0.0,72,osm,3,3,3,2,20,85,288.4,,sections,13,TRUE,,,Ambitious,2,1,0,0,,,Low-traffic riding,Mostly gravel; Chunky gravel; Some climbing; Remote stretches,"Difficulty: Ambitious, because of chunky surface + some climbing.",110.4,36.9,27.9,2.7,9.4,3.7,97.5,0.0
central-valley-greenway,Central Valley Greenway,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Burnaby; Coquitlam; Delta; New Westminster; North Vancouver; Port Moody; Richmond; Surrey; Vancouver; West Vancouver,Vancouver,25.0,297.0,11.9,Afternoon,1.0,measured,0.9361,0.9769,87,1.61,none,0.0,0.0,25.14,0.58,0.04,0.0,11,osm,0,2,0,0,0,81,17.0,,,0,TRUE,0,,Moderate,0,1,0,0,,,Low-traffic riding,Mostly paved; Some climbing,"Difficulty: Moderate, because of some climbing.",12.1,1.7,3.2,0.0,0.0,0.0,0.0,0.0
cherry-blossom-populaire-2026,Cherry Blossom Populaire,British Columbia Randonneurs,british-columbia-randonneurs,https://database.randonneurs.bc.ca/event/5735,"Vancouver, Coast and Mountains",Burnaby; Delta; New Westminster; North Vancouver; Richmond; Surrey; University Hill; Vancouver; West Vancouver,Vancouver,102.0,438.0,4.3,Weekend or more,1.0,measured,0.9488,0.9819,244,5.21,none,0.0,0.0,87.67,1.59,0.0,0.0,6,osm,0,0,0,1,0,63,80.1,,sections,3,TRUE,2,,Ambitious,0,0,0,0,publisher,,Some traffic sharing,Mostly paved; Gentle grades,"Difficulty: Ambitious, because of the route publisher's own rating as a minimum.",33.9,16.2,25.3,1.6,0.0,3.1,0.0,0.5
chilliwack-lake-thurston-rec-site-tct-t73,Chilliwack Lake to Thurston Rec Site,Trails BC,trails-bc,https://trailsbc.ca/loops/chilliwack-lake-thurston-rec-site-tct-t73/,"Vancouver, Coast and Mountains",Chilliwack,,29.0,,,Afternoon,1.0,measured,0.9712,0.9947,40,0.83,none,0.11,0.0,28.89,0.15,0.0,0.0,98,osm,2,2,2,8,13,98,27.7,,,1,TRUE,,,Moderate,1,0,0,0,,,Low-traffic riding,Almost all gravel,"Difficulty: Moderate, because of some loose surface.",26.6,0.0,0.0,0.0,0.0,0.6,0.5,0.0
chute-lake-charcuterie-route-kelowna,"Chute Lake Charcuterie Route, Kelowna",bikepacking.com,bikepacking-com,https://bikepacking.com/routes/chute-lake-charcuterie/,Thompson Okanagan,Kelowna; West Kelowna; Westside,Kelowna,103.0,1690.0,16.4,Weekend or more,1.0,measured,0.984,0.9963,70,1.65,none,0.0,0.0,103.0,0.38,0.0,0.0,78,osm,2,4,2,14,0,96,84.7,,,0,TRUE,2,25,Ambitious,1,2,0,0,,,Low-traffic riding,"Mostly gravel; Rough, near-MTB; Lots of climbing","Difficulty: Ambitious, because of lots of climbing + some loose surface.",61.8,16.8,0.2,3.5,0.0,0.0,2.5,0.0
coast-mountains-bikepacking,Coast Mountains Bikepacking,bikepacking.com,bikepacking-com,https://bikepacking.com/routes/coast-mountains-bikepacking-route/,"Cariboo Chilcotin Coast; Vancouver, Coast and Mountains; Thompson Okanagan",Bear Creek; Harrison Hot Springs; Keefers; Kent; Lillooet; Tatla Lake,Harrison Hot Springs,772.0,16762.0,21.7,Expedition,1.0,measured,0.9643,0.9721,268,27.51,none,4.77,8.14,771.21,21.51,0.45,0.0,88,osm,2,3,2,65,80,92,707.5,,sections,41,TRUE,6,20,Epic,1,3,0,2,,,Low-traffic riding,Almost all gravel; Chunky gravel; Max climbing; Remote stretches,"Difficulty: Epic, because of punishing climbs + long stretches far from services.",1.5,372.9,7.2,5.7,33.0,7.8,279.4,0.0
coquitlam-parks,Coquitlam Parks,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Burnaby; Coquitlam; New Westminster; Pitt Meadows; Port Coquitlam; Port Moody; Surrey,Coquitlam,18.0,240.0,13.3,Afternoon,1.0,measured,0.9483,0.9727,46,0.92,none,0.0,0.0,17.77,0.48,0.0,0.0,31,osm,0,2,1,11,0,80,15.0,,,0,TRUE,0,,Ambitious,0,2,0,0,,,Low-traffic riding,Mixed surface; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing.",8.2,3.8,2.8,0.2,0.0,0.0,0.1,0.0
cowichan-valley-8-bikepacking-route,Cowichan Valley 8 Bikepacking Route,bikepacking.com,bikepacking-com,https://bikepacking.com/routes/cowichan-valley-8/,Vancouver Island,Central Saanich; Cobble Hill; Colwood; Duncan; Esquimalt; Lake Cowichan; Langford; Malahat; Metchosin; Mill Bay; North Cowichan; North Saanich; Oak Bay; Saanich; Shawnigan Lake; Victoria; View Royal,Victoria,190.0,1571.0,8.3,Weekend or more,1.0,measured,0.9418,0.9828,251,11.08,none,0.2,0.0,177.53,3.05,8.27,0.0,68,osm,1,2,1,8,0,87,178.0,,,6,TRUE,1,0,Moderate,0,1,0,0,,,Low-traffic riding,Mostly gravel; Some climbing,"Difficulty: Moderate, because of some climbing.",132.6,17.5,8.9,8.3,6.3,0.0,4.4,0.0
cross-canada-far-north-route-prince-rupert-to-calgary,Cross Canada Far North (BC Only),Cross Canada Cycle Tour Society,cross-canada-cycle-tour-society,https://ridewithgps.com/routes/44323682,Northern British Columbia; Thompson Okanagan; Cariboo Chilcotin Coast,Burns Lake; Fraser Lake; Hazelton; Houston; Mcbride; Mount Robson; New Hazelton; Prince George; Prince Rupert; Smithers; Terrace; Thornhill; Vanderhoof,,1029.0,9045.0,8.8,Expedition,1.0,measured,0.9926,0.9979,357,7.65,none,0.14,0.84,1028.74,2.11,0.38,0.0,0,osm,0,0,0,16,45,2,1019.1,4,mostly,995,TRUE,,,Epic,0,1,0,1,distance,km,Shares roads with traffic,Mostly paved; Some climbing; Remote stretches,"Difficulty: Epic, because of sheer distance, plus some climbing.",1.8,11.6,0.1,8.9,11.2,983.3,2.2,0.0
cross-canada-far-north-vancouver-island,Cross Canada - Far North - Vancouver Island,Cross Canada Cycle Tour Society,cross-canada-cycle-tour-society,https://ridewithgps.com/routes/44323624,Vancouver Island,Alert Bay; Black Creek; Bloedel; Bowser; Campbell River; Cassidy; Cedar; Central Saanich; Cobble Hill; Colwood; Comox; Coombs; Courtenay; Cowichan Bay; Cumberland; Denman Island; Duncan; Errington; Esquimalt; Ladysmith; Langford; Malahat; Metchosin; Mill Bay; Nanaimo; Nanoose Bay; North Cowichan; North Saanich; Oak Bay; Parksville; Port Hardy; Port Mcneill; Qualicum Bay; Qualicum Beach; Quathiaski Cove; Quinsam; Royston; Saanich; Sayward; Shawnigan Lake; Union Bay; Victoria; View Royal,,498.0,3461.0,6.9,Expedition,1.0,measured,0.9801,0.9931,457,9.93,none,0.0,0.0,491.88,3.37,0.0,0.0,1,osm,0,0,0,8,25,2,484.1,4,mostly,470,TRUE,,,Challenging,0,1,0,0,traffic,,Shares roads with traffic,Mostly paved; Some climbing; Remote stretches,"Difficulty: Challenging, because of a lot of riding on busier roads, plus some climbing.",2.7,3.8,0.3,3.6,8.6,461.6,3.5,2.9
cross-canada-vancouver-to-hope-for-north-or-south-route,Cross Canada - Vancouver to Hope,Cross Canada Cycle Tour Society,cross-canada-cycle-tour-society,https://ridewithgps.com/routes/44323821,"Vancouver, Coast and Mountains",Abbotsford; Agassiz; Bridal Falls; Burnaby; Chilliwack; Coquitlam; Fort Langley; Harrison Hot Springs; Hope; Kent; Langley; Maple Ridge; Mission; New Westminster; North Vancouver; Pitt Meadows; Port Coquitlam; Port Moody; Surrey; Vancouver; West Vancouver,,176.0,1270.0,7.2,Weekend or more,1.0,measured,0.9562,0.976,368,7.71,none,0.0,0.0,176.03,4.22,0.0,0.0,4,osm,0,0,0,3,0,38,158.6,,sections,36,TRUE,,,Moderate,0,1,0,0,,,Shares roads with traffic,Mostly paved; Some climbing,"Difficulty: Moderate, because of some climbing.",38.0,22.0,36.1,26.5,19.5,16.1,0.4,0.6
cultus-lake-tamihi-rec-site-tct-t72,Cultus Lake to Tamihi Rec Site,Trails BC,trails-bc,https://trailsbc.ca/loops/cultus-lake-tamihi-rec-site-tct-t72/,"Vancouver, Coast and Mountains",Chilliwack; Cultus Lake; Slesse Park,,17.0,,,Afternoon,1.0,measured,0.974,0.9881,23,0.44,none,0.0,0.0,17.09,0.2,0.0,0.0,88,osm,2,2,2,19,0,100,16.1,,,0,TRUE,,,Ambitious,1,1,0,0,,,Low-traffic riding,Almost all gravel,"Difficulty: Ambitious, because of some loose surface + some climbing.",8.2,4.1,0.0,0.1,0.0,0.0,3.6,0.0
cultus-shock,Cultus Shock,Love Machine,love-machine,https://www.lovemachinecycling.ca/routes/cultusshock,"Vancouver, Coast and Mountains",,,73.0,551.0,7.5,Full day,1.0,measured,0.9802,0.9955,62,1.44,none,0.0,0.0,72.84,0.33,0.0,0.0,81,osm,2,3,2,4,0,82,67.4,,,2,TRUE,,,Ambitious,1,1,0,0,,,Low-traffic riding,Mostly gravel; Chunky gravel; Some climbing,"Difficulty: Ambitious, because of some loose surface + some climbing.",43.9,8.2,1.0,9.1,2.0,0.0,3.2,0.0
cypress-side-quest,Cypress Side Quest,Love Machine,love-machine,https://www.lovemachinecycling.ca/routes/cypresssidequest,"Vancouver, Coast and Mountains",,,55.0,1166.0,21.2,Full day,1.0,measured,0.9317,0.9723,178,3.78,none,0.0,0.0,37.58,1.04,0.03,0.0,32,osm,0,2,1,18,0,70,41.8,,,2,TRUE,,,Ambitious,0,3,0,0,,,Some traffic sharing,Mixed surface; Max climbing,"Difficulty: Ambitious, because of punishing climbs.",15.3,10.1,7.1,2.9,2.3,0.0,4.1,0.0
david-s-loop,David's Loop,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Burnaby; Coquitlam; Port Coquitlam; Port Moody,Coquitlam,18.0,273.0,15.2,Afternoon,1.0,measured,0.9427,0.9718,56,1.01,none,0.0,0.0,17.68,0.5,0.0,0.0,11,osm,0,1,0,27,0,95,14.9,,,0,TRUE,0,,Ambitious,0,2,0,0,,,Low-traffic riding,Mostly paved; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing.",9.4,3.0,0.8,0.0,0.0,0.0,1.7,0.0
deep-cove-spirit-trail-east,Deep Cove + Spirit Trail East,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Burnaby; North Vancouver; Port Moody; Vancouver,North Vancouver,10.0,133.0,13.3,Afternoon,1.0,measured,0.9282,0.9571,43,0.75,none,0.0,0.0,3.69,0.16,0.0,0.0,17,osm,0,2,0,5,0,100,8.6,,,0,TRUE,0,,Ambitious,0,2,0,0,,,Low-traffic riding,Mixed surface; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing.",2.8,5.6,0.0,0.0,0.0,0.0,0.2,0.0
delta-watershed-joe-brown-trails,Delta Watershed + Joe Brown Trails,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Burnaby; Delta; New Westminster; Richmond; Surrey,Delta,35.0,94.0,2.7,Full day,1.0,measured,0.9685,0.9856,52,1.11,none,0.28,0.94,31.51,0.45,0.0,0.0,70,osm,2,2,1,2,0,84,31.8,,,1,TRUE,0,,Easy,0,0,0,0,,,Low-traffic riding,Mostly gravel; Gentle grades,Difficulty: Easy — no major climbing or rough surface.,18.9,4.6,2.0,1.6,0.3,1.2,3.2,0.1
discomfort-zone-thrill-seeker-version,Discomfort Zone (Thrill Seeker Version),Love Machine,love-machine,https://www.lovemachinecycling.ca/routes/discomfortzone,"Vancouver, Coast and Mountains",,,60.0,1190.0,19.8,Full day,1.0,measured,0.9284,0.9569,189,4.27,none,0.04,0.0,50.98,2.2,0.0,0.0,41,osm,0,2,1,20,0,96,39.3,,,0,TRUE,,,Ambitious,0,2,0,0,,,Low-traffic riding,Mixed surface; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing.",22.3,13.2,0.6,1.0,0.1,0.0,2.2,0.1
discovery-trail-west,Discovery Trail West,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Abbotsford; Mission,Abbotsford,9.0,,,Afternoon,1.0,measured,0.961,0.9984,22,0.34,none,0.0,0.0,8.62,0.01,0.0,0.0,7,osm,0,0,0,7,0,99,8.2,,,0,TRUE,,,Easy,0,0,0,0,,,Low-traffic riding,Mostly paved,Difficulty: Easy — no major climbing or rough surface.,7.9,0.2,0.1,0.0,0.0,0.0,0.0,0.0
douglas-taylor-park-wilband-park-tct-t69,Langley to Clayburn,Trails BC,trails-bc,https://trailsbc.ca/loops/douglas-taylor-park-wilband-park-tct-t69/,"Vancouver, Coast and Mountains",Abbotsford; Mission,,28.0,,,Afternoon,1.0,measured,0.9706,0.986,41,0.82,none,0.0,0.0,27.92,0.39,0.0,0.0,59,osm,1,2,1,0,0,68,26.8,,,0,TRUE,,,Easy,0,0,0,0,,,Some traffic sharing,Mostly gravel,Difficulty: Easy — no major climbing or rough surface.,12.6,2.4,8.7,0.0,0.0,0.0,3.1,0.0
duncan-chemai,Duncan to Chemainus,Cross Canada Cycle Tour Society,cross-canada-cycle-tour-society,https://ridewithgps.com/routes/30835407,Vancouver Island,Cassidy; Cedar; Duncan; Ladysmith; Nanaimo; North Cowichan,Area E (Cowichan Station / Sahtlam / Gle,108.0,729.0,6.8,Weekend or more,1.0,measured,0.9676,0.9803,173,3.5,none,0.0,0.0,91.98,1.81,0.0,0.0,0,osm,0,0,0,3,0,13,103.3,2,mostly,58,TRUE,2,,Ambitious,0,1,0,0,publisher,,Shares roads with traffic,Mostly paved; Some climbing,"Difficulty: Ambitious, because of the route publisher's own rating as a minimum, plus some climbing.",2.0,11.1,26.1,6.1,33.9,23.6,0.3,0.0
eastern-kettle-valley-railway,Eastern Kettle Valley Railway,Bikepack Canada,bikepack-canada,https://www.bikepack.ca/routes/eastern-kettle-valley-railway,Thompson Okanagan; Kootenay Rockies,,,538.0,7570.0,14.1,Expedition,1.0,measured,0.9695,0.9934,378,16.4,none,1.75,4.42,530.02,3.52,8.06,0.0,69,osm,2,3,3,9,20,61,516.6,,sections,90,TRUE,,,Challenging,2,2,0,0,,,Some traffic sharing,Mostly gravel; Chunky gravel; Lots of climbing; Remote stretches,"Difficulty: Challenging, because of chunky surface + lots of climbing.",172.4,31.3,101.0,9.7,27.4,62.2,112.6,0.0
englishman-river-overnighter,Englishman River Overnighter,bikepacking.com,bikepacking-com,https://bikepacking.com/routes/englishman-river-overnighter/,Vancouver Island,Errington; Parksville,Parksville,52.0,496.0,9.5,Full day,1.0,measured,0.941,0.945,64,3.09,none,0.83,0.29,48.22,2.65,0.0,0.0,35,osm,0,2,1,5,0,88,37.5,,,0,TRUE,1,30,Ambitious,0,1,1,0,,,Low-traffic riding,Mixed surface; Lots of singletrack; Some climbing,"Difficulty: Ambitious, because of some climbing + singletrack sections.",9.9,17.8,4.0,0.5,0.0,0.0,5.4,0.0
fernie-alternative,BT700 Fernie Alternative,BT 700 Bikepacking,bt-700-bikepacking,http://www.bt700.ca/biggriz.html,Kootenay Rockies,Cokato; Fernie,East Kootenay,76.0,1119.0,14.7,Full day,1.0,measured,0.9958,0.9981,38,0.32,none,0.0,0.0,76.17,0.14,0.0,0.0,83,osm,2,2,2,29,0,45,75.8,,,6,TRUE,2,,Ambitious,1,2,0,0,,,Some traffic sharing,Mostly gravel; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing + some loose surface.",2.9,22.9,31.2,4.3,5.1,1.1,8.4,0.0
fernie-sparwood,BT700 Fernie Sparwood,BT 700 Bikepacking,bt-700-bikepacking,http://www.bt700.ca/biggriz.html,Kootenay Rockies,Cokato; Fernie; Sparwood,Fernie,37.0,569.0,15.4,Full day,1.0,measured,0.986,1.0,27,0.51,none,0.0,0.0,36.61,0.0,0.0,0.0,75,osm,0,3,3,20,0,87,36.0,,sections,2,TRUE,1,,Challenging,2,2,0,0,,,Low-traffic riding,Mostly gravel; Chunky gravel; Lots of climbing,"Difficulty: Challenging, because of chunky surface + lots of climbing.",1.1,10.2,2.1,0.0,0.0,2.5,20.1,0.0
fish-fishpot-lakes-snaking-river-loop,"Fish, Fishpot Lakes & Snaking River Loop",The Great Community Route Celebration,the-great-community-route-celebration,https://ridewithgps.com/routes/33289573,Cariboo Chilcotin Coast,Quesnel,Quesnel,346.0,4005.0,11.6,Expedition,1.0,measured,0.8709,0.877,142,44.71,backcountry,0.63,1.09,346.27,42.61,0.0,0.0,52,osm,0,2,2,36,67,62,299.8,,sections,41,TRUE,,,Challenging,1,2,0,2,,,Some traffic sharing,Mostly gravel; Some climbing; Remote stretches,"Difficulty: Challenging, because of lots of climbing + long stretches far from services.",2.6,182.4,66.3,6.7,39.3,1.3,1.2,0.0
flathead-valley,Flathead Valley,Bikepack Canada,bikepack-canada,https://www.bikepack.ca/routes/guidebook,Kootenay Rockies,,Fernie,292.0,4048.0,13.9,Weekend or more,1.0,measured,0.9862,0.9965,143,4.02,none,1.56,3.54,291.8,1.01,0.0,0.0,64,osm,2,2,2,22,55,37,286.2,,sections,66,TRUE,,,Challenging,1,2,0,1,,,Shares roads with traffic,Mostly gravel; Lots of climbing; Remote stretches,"Difficulty: Challenging, because of lots of climbing + some loose surface.",2.1,74.6,115.4,0.0,2.0,63.9,28.3,0.0
fort-to-fort-trail,Fort to Fort Trail,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Fort Langley; Langley; Maple Ridge; Pitt Meadows; Surrey,Langley (District),12.0,52.0,4.3,Afternoon,1.0,measured,0.9609,0.9824,24,0.46,none,0.02,0.0,11.78,0.21,0.0,0.0,96,osm,1,2,1,0,0,96,10.5,,,0,TRUE,0,,Easy,0,0,0,0,,,Low-traffic riding,Almost all gravel; Gentle grades,Difficulty: Easy — no major climbing or rough surface.,9.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0
fraser-loop,Fraser Loop,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Burnaby; Delta; New Westminster; Richmond; Surrey; Vancouver,New Westminster,35.0,,,Full day,1.0,measured,0.9543,0.9722,87,1.59,none,0.01,0.0,34.87,0.97,0.0,0.0,19,osm,0,2,0,2,0,55,29.3,,,0,TRUE,2,,Ambitious,0,0,0,0,publisher,,Some traffic sharing,Mixed surface,"Difficulty: Ambitious, because of the route publisher's own rating as a minimum.",13.9,1.8,12.1,1.0,0.0,0.0,0.5,0.0
fraser-shores,Fraser Shores,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Burnaby; Delta; New Westminster; Richmond; Surrey; Vancouver,Burnaby,8.0,50.0,6.2,Afternoon,1.0,measured,0.9411,0.9859,28,0.5,none,0.01,0.0,8.47,0.12,0.0,0.0,54,osm,2,2,1,0,0,100,6.8,,,0,TRUE,0,,Moderate,0,1,0,0,,,Low-traffic riding,Mostly gravel; Some climbing,"Difficulty: Moderate, because of some climbing.",6.5,0.1,0.0,0.0,0.0,0.0,0.3,0.0
friesen-loop-white-rock-to-crescent-beach,Friesen Loop White Rock to Crescent Beach,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Delta; Surrey; White Rock,Surrey,24.0,,,Afternoon,1.0,measured,0.934,0.9669,102,1.55,none,0.0,0.0,14.5,0.48,0.0,0.0,27,osm,0,2,0,3,0,83,14.4,,,0,TRUE,,,Easy,0,0,0,0,,,Low-traffic riding,Mixed surface,Difficulty: Easy — no major climbing or rough surface.,3.9,7.4,2.5,0.0,0.0,0.0,0.6,0.0
frog-peak-loop,Frog Peak Loop,bikepacking.com,bikepacking-com,https://bikepacking.com/routes/frog-peak-loop/,Kootenay Rockies,Nelson,Nelson,107.0,1787.0,16.7,Weekend or more,1.0,measured,0.9861,0.9945,61,1.48,none,0.43,1.34,107.05,0.59,0.0,0.0,64,osm,2,2,2,25,0,71,97.4,,,8,TRUE,1,0,Ambitious,1,2,0,0,,,Some traffic sharing,Mostly gravel; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing + some loose surface.",42.0,27.0,18.0,2.1,7.5,0.5,0.2,0.0
gb-2025-rally-day-1,Rally Day 1 (West Vancouver),Gravel Buddies,gravel-buddies,https://ridewithgps.com/routes/49542408,"Vancouver Island; Vancouver, Coast and Mountains",Bowen Island; Cassidy; Cedar; Duncan; Ladysmith; Nanaimo; North Cowichan; North Vancouver; Vancouver; West Vancouver,West Vancouver,160.0,1212.0,7.6,Weekend or more,1.0,measured,0.6223,0.9842,184,60.56,ferry,0.21,0.0,84.49,1.34,57.79,0.0,38,osm,0,2,1,7,0,60,95.4,,,13,TRUE,2,,Ambitious,0,1,0,0,publisher,,Some traffic sharing,Mixed surface; Some climbing,"Difficulty: Ambitious, because of the route publisher's own rating as a minimum, plus some climbing.",38.9,16.2,18.5,7.6,12.3,0.2,1.7,0.0
gb-2025-rally-day-1-alternative,Rally Day 1 alternative (West Vancouver),Gravel Buddies,gravel-buddies,https://ridewithgps.com/routes/52200188,"Vancouver Island; Vancouver, Coast and Mountains",Bowen Island; Cassidy; Cedar; Duncan; Ladysmith; Nanaimo; North Cowichan; North Vancouver; Vancouver; West Vancouver,West Vancouver,150.0,965.0,6.4,Weekend or more,1.0,measured,0.6006,0.9971,164,60.08,ferry,0.0,0.0,73.89,0.22,57.79,0.0,31,osm,0,1,1,5,0,51,86.0,,sections,14,TRUE,2,,Ambitious,0,1,0,0,publisher,,Some traffic sharing,Mixed surface; Some climbing,"Difficulty: Ambitious, because of the route publisher's own rating as a minimum, plus some climbing.",32.1,11.7,18.6,9.5,11.1,2.6,0.3,0.0
gb-2025-rally-day-2,Rally Day 2 (Cowichan Valley),Gravel Buddies,gravel-buddies,https://ridewithgps.com/routes/49542447,Vancouver Island,Beaver Point; Central Saanich; Cobble Hill; Duncan; Fulford Harbour; Lake Cowichan; Mill Bay; North Cowichan; North Saanich; Saanich; Shawnigan Lake; Sidney,Cowichan Valley,118.0,795.0,6.7,Weekend or more,1.0,measured,0.8456,0.9865,115,18.18,ferry,0.0,0.0,97.62,1.32,16.78,0.0,55,osm,0,2,1,13,0,72,95.8,,,7,TRUE,2,,Ambitious,0,1,0,0,publisher,,Some traffic sharing,Mostly gravel; Some climbing,"Difficulty: Ambitious, because of the route publisher's own rating as a minimum, plus some climbing.",52.6,16.4,13.5,6.6,6.8,0.0,0.0,0.0
gb-2025-rally-day-2-alternative,Rally Day 2 alternative (Cowichan Valley),Gravel Buddies,gravel-buddies,https://ridewithgps.com/routes/52200259,Vancouver Island,Beaver Point; Central Saanich; Cobble Hill; Duncan; Fulford Harbour; Mill Bay; North Cowichan; North Saanich; Saanich; Shawnigan Lake; Sidney,Cowichan Valley,95.0,652.0,6.9,Weekend or more,1.0,measured,0.8102,0.996,106,18.01,ferry,0.0,0.0,74.74,0.3,16.78,0.0,43,osm,0,2,1,17,0,64,73.1,,,6,TRUE,2,,Ambitious,0,1,0,0,publisher,,Some traffic sharing,Mixed surface; Some climbing,"Difficulty: Ambitious, because of the route publisher's own rating as a minimum, plus some climbing.",28.4,18.4,13.5,6.6,6.3,0.0,0.0,0.0
gb-2025-rally-day-3,Rally Day 3 (Victoria),Gravel Buddies,gravel-buddies,https://ridewithgps.com/routes/49551744,Vancouver Island,Beaver Point; Cassidy; Cedar; Fernwood; Fulford Harbour; Gabriola; Ganges; Ladysmith; Nanaimo; North Cowichan; Salt Spring Island,Capital,96.0,993.0,10.3,Weekend or more,1.0,measured,0.8635,0.98,135,13.08,ferry,0.21,0.0,69.64,1.39,11.3,0.0,29,osm,0,2,1,17,0,68,77.9,,,14,TRUE,2,,Ambitious,0,1,0,0,publisher,,Some traffic sharing,Mixed surface; Some climbing,"Difficulty: Ambitious, because of the route publisher's own rating as a minimum, plus some climbing.",17.1,32.2,5.4,6.0,13.3,0.3,3.6,0.0
